micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,mean_jaccard,exact_match_accuracy,bootstrap_id
0.5762411347517731,0.6526104417670683,0.6120527306967986,0.6250357343805619,0.6787931235431235,0.6392640698029579,0.488388,0.04,1
0.5307971014492754,0.6091476091476091,0.5672797676669894,0.5905794173058238,0.6487961205461206,0.5921818783470958,0.4363159999999999,0.02,2
0.5246478873239436,0.5866141732283464,0.553903345724907,0.5775130191445981,0.6176418581418582,0.5824351143027328,0.42907000000000006,0.04,3
0.5561594202898551,0.6463157894736842,0.5978578383641675,0.6025446187710254,0.6811870906870907,0.6193991951695675,0.46421,0.02,4
0.5456140350877193,0.622,0.5813084112149534,0.5690094116409906,0.6617244977244977,0.5950008030616726,0.43936800000000004,0.02,5
0.5287356321839081,0.6491935483870968,0.5828054298642534,0.5822575370787711,0.6835054390054389,0.600974830732499,0.44295,0.02,6
0.5034129692832765,0.6107660455486542,0.5519176800748363,0.565495243816478,0.6444237429237429,0.58243066996101,0.4263819999999999,0.0,7
0.5394045534150613,0.6135458167330677,0.5740913327120223,0.5848544989493265,0.6465492007992008,0.5937101610506431,0.436736,0.02,8
0.5064308681672026,0.6441717791411042,0.5670567056705671,0.5530588114748732,0.6770376845376844,0.589647687366091,0.43129799999999996,0.0,9
0.5186991869918699,0.6367265469061876,0.57168458781362,0.5893700203809097,0.6758482628482628,0.6067468763225355,0.453078,0.04,10
0.4864433811802233,0.6051587301587301,0.539345711759505,0.5480358698571041,0.635731018981019,0.5630946407825962,0.407238,0.02,11
0.48936170212765956,0.6139630390143738,0.5446265938069217,0.5691683572527492,0.6480260295260295,0.5864034490608726,0.43593599999999993,0.04,12
0.5796812749003984,0.6524663677130045,0.6139240506329114,0.6334590964590965,0.6957585747585749,0.6437256559380603,0.49221799999999993,0.06,13
0.5462046204620462,0.6700404858299596,0.6018181818181818,0.5910678700206831,0.6925845265845265,0.6089417319784659,0.45022400000000007,0.0,14
0.49920255183413076,0.6348884381338742,0.5589285714285714,0.5489008860669479,0.6733482628482627,0.5851899522135456,0.42798200000000003,0.02,15
0.5492700729927007,0.6323529411764706,0.587890625,0.6061702311098862,0.6746515706515706,0.6149759587399238,0.4614620000000001,0.04,16
0.527306967984934,0.625,0.5720122574055159,0.5642182349813929,0.6536128316128316,0.5910532248272371,0.4346319999999999,0.02,17
0.5170068027210885,0.6594360086767896,0.5795996186844615,0.5812322221033654,0.6950971805971805,0.6156746209826774,0.4688939999999999,0.06,18
0.5627376425855514,0.5967741935483871,0.5792563600782779,0.6003817293817294,0.6264551004551004,0.5862563546094305,0.426794,0.0,19
0.5398671096345515,0.600739371534196,0.5686789151356081,0.5864888923337199,0.630939282939283,0.5879874761830778,0.43533,0.02,20
0.501779359430605,0.6337078651685393,0.5600794438927508,0.5651863936628002,0.6861848984348985,0.6000531077515161,0.448168,0.06,21
0.5179738562091504,0.5992438563327032,0.5556529360210342,0.5764683817896159,0.6264287101787102,0.5765454448594035,0.421798,0.02,22
0.5449101796407185,0.6261467889908257,0.582710779082177,0.6139685793134069,0.6920402097902099,0.6301070825448636,0.4870179999999999,0.1,23
0.5307820299500832,0.6405622489959839,0.5805277525022748,0.5681812044076109,0.6800508935508935,0.6074686416761955,0.455856,0.04,24
0.5598377281947262,0.6244343891402715,0.5903743315508022,0.5949302130617921,0.665741008991009,0.6092477540307665,0.4559099999999999,0.02,25
0.4920886075949367,0.6098039215686275,0.5446584938704029,0.5703049107577238,0.6381426351426351,0.5809429279616709,0.42550400000000005,0.02,26
0.5803921568627451,0.6166666666666667,0.597979797979798,0.621906459038038,0.6580468142968142,0.6291921357317072,0.479776,0.06,27
0.5587188612099644,0.6474226804123712,0.5998089780324738,0.5897680097680097,0.6719546564546565,0.6127435498820741,0.45337399999999994,0.0,28
0.515625,0.5987903225806451,0.5541044776119403,0.579840481911716,0.6313752358752358,0.5771002201989174,0.41870799999999997,0.02,29
0.5259391771019678,0.6163522012578616,0.5675675675675675,0.5729556554556554,0.6606314796314795,0.59512770537334,0.440552,0.04,30
0.49920760697305866,0.6237623762376238,0.5545774647887324,0.5546919082631424,0.658650765900766,0.5799465509323521,0.42528800000000005,0.02,31
0.5383141762452107,0.6258351893095768,0.5787847579814624,0.5826585402901192,0.6717446442446443,0.6110217492230479,0.4608520000000001,0.06,32
0.5134680134680135,0.639412997903564,0.569561157796452,0.5442965846414123,0.6671873681873681,0.5840371760424258,0.42419199999999996,0.0,33
0.5383333333333333,0.6094339622641509,0.5716814159292035,0.593161378851034,0.6342379287379288,0.5918350507745275,0.435764,0.02,34
0.5610687022900763,0.6012269938650306,0.5804540967423495,0.5963439104754894,0.6261782661782661,0.5966997943623089,0.4398679999999999,0.02,35
0.5667808219178082,0.614100185528757,0.5894924309884239,0.6008251040147593,0.6335728993228993,0.5982776032585122,0.438542,0.0,36
0.5399644760213144,0.5972495088408645,0.5671641791044776,0.5943767942583732,0.63480772005772,0.5880180101411426,0.43241599999999997,0.02,37
0.5711610486891385,0.6288659793814433,0.5986261040235524,0.6246260128760128,0.6745849983349983,0.6321281367406246,0.481518,0.08,38
0.588126159554731,0.6645702306079665,0.6240157480314961,0.6224003496503497,0.6868503718503718,0.6245882167829189,0.46145800000000003,0.0,39
0.5016891891891891,0.6252631578947369,0.5567010309278351,0.5539544480020886,0.6523889166389166,0.576271311174054,0.418404,0.0,40
0.5193929173693086,0.5889101338432122,0.5519713261648747,0.5599836475784752,0.6253608336108336,0.5682350897465281,0.414104,0.02,41
